id,title,point,level,solved,wrong,no,tags,open,wp,unknown_flag,url
3269,[NCTF 2022]cyberpunk2,500,0.0,0,2,25,REVERSE|CVE-2010-2967|VxWorks,True,False,"{'id': 35, 'state': 0, 'submission_count': 0}",https://www.nssctf.cn/problem/3269
3385,[MoeCTF 2021]Algorithm_revenge,500,0.0,0,7,8,REVERSE|算法分析|动态规划,True,False,,https://www.nssctf.cn/problem/3385
3451,[长城杯 2022 高校组]infant_re,500,0.0,0,1,14,REVERSE,True,False,"{'id': 37, 'state': 0, 'submission_count': 0}",https://www.nssctf.cn/problem/3451
3596,[HZNUCTF 2023 final]nim,500,0.0,0,14,8,REVERSE|shellcode,True,False,,https://www.nssctf.cn/problem/3596
4203,[SEETF 2023]Linear Programming,500,0.0,0,0,5,REVERSE,True,False,,https://www.nssctf.cn/problem/4203
4205,[SEETF 2023]Sleight of Hand,500,0.0,0,1,12,REVERSE,True,False,,https://www.nssctf.cn/problem/4205
4206,[SEETF 2023]Woodchecker,500,0.0,0,0,5,REVERSE,True,False,,https://www.nssctf.cn/problem/4206
4233,[SEETF 2022]Introduction to Programming,500,0.0,0,2,5,REVERSE,True,False,,https://www.nssctf.cn/problem/4233
4237,[SEETF 2022]sudocv,500,0.0,0,0,5,WEB,True,False,,https://www.nssctf.cn/problem/4237
4450,[蓝帽杯 2023 半决赛]justamat,500,0.0,0,55,19,REVERSE,True,False,,https://www.nssctf.cn/problem/4450
5793,[羊城杯 2024]load-fakePE.fake-peLoader,500,0.0,0,0,13,REVERSE,True,True,,https://www.nssctf.cn/problem/5793
5794,[羊城杯 2024]chal,500,0.0,0,13,18,REVERSE,True,True,,https://www.nssctf.cn/problem/5794
6088,[BSidesSF 2020]rusty2,500,0.0,0,0,7,REVERSE,True,True,,https://www.nssctf.cn/problem/6088
6117,[网鼎杯 2024]RE1,500,0.0,0,45,67,安卓逆向,True,False,,https://www.nssctf.cn/problem/6117
6687,[0x41414141 2021]cliBrowser,500,0.0,0,2,17,RSA,True,False,,https://www.nssctf.cn/problem/6687
6688,[0x41414141 2021]Hash,500,0.0,0,0,11,RSA,True,False,,https://www.nssctf.cn/problem/6688
6690,[0x41414141 2021]WrongDownload,500,0.0,0,0,7,RSA,True,False,,https://www.nssctf.cn/problem/6690
6691,[0x41414141 2021]Backupkeys,500,0.0,0,0,10,RSA,True,False,,https://www.nssctf.cn/problem/6691
6692,[0x41414141 2021]Cage,500,0.0,0,0,8,RSA,True,False,,https://www.nssctf.cn/problem/6692
6724,[BCACTF 2021]Digitally_Encrypted_2.99999...,500,0.0,0,0,7,REVERSE,True,False,,https://www.nssctf.cn/problem/6724
6725,[BCACTF 2021]Digitally_Encrypted_3,500,0.0,0,0,6,REVERSE,True,False,,https://www.nssctf.cn/problem/6725
6731,"[BCACTF 2021]Wait,this_isn't_C_2_(The_Sequel)",500,0.0,0,0,11,REVERSE,True,False,,https://www.nssctf.cn/problem/6731
6882,[BCACTF 2022]Convoluted,500,0.0,0,1,6,REVERSE,True,False,,https://www.nssctf.cn/problem/6882
6891,[BCACTF 2022]Glassed Over,500,0.0,0,3,6,REVERSE,True,False,,https://www.nssctf.cn/problem/6891
6907,[BCACTF 2022]Pirates,500,0.0,0,1,10,REVERSE,True,False,,https://www.nssctf.cn/problem/6907
6916,[BCACTF 2023]Golfers,500,0.0,0,1,11,REVERSE,True,False,,https://www.nssctf.cn/problem/6916
7054,[NSSCTF 4th]Constraints,500,0.0,0,10,22,REVERSE,True,False,,https://www.nssctf.cn/problem/7054
